obligation_id,article,paragraph,point,actor,obligation_type,risk_tier,summary,quote,applies_from,applies_from_basis,transitional_note,penalty_basis,legal_practice_relevance,legal_practice_note,cross_references,url,applies_from_as_enacted,applies_from_basis_as_enacted,text_amended_since_coding,coded_from
art-28-6-confidentiality,28,6,,"[""notifying-authority""]",governance-institutional,not-tier-specific,Notifying authorities must safeguard the confidentiality of information they obtain in accordance with Article 78.,"""Notifying authorities shall safeguard the confidentiality of the information that they obtain, in accordance with Article 78.""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Institutional conformity-assessment governance; relevant to legal-AI providers only indirectly through the availability and competence of notified bodies.,"[""Art. 78""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_28,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-28-7-competent-personnel,28,7,,"[""notifying-authority""]",governance-institutional,not-tier-specific,"Notifying authorities must have enough competent personnel with necessary expertise, where applicable including information technologies, AI, law and fundamental-rights supervision.","""Notifying authorities shall have an adequate number of competent personnel at their disposal for the proper performance of their tasks. Competent personnel shall have the necessary expertise, where applicable, for their function, in fields such as information technologies, AI and law, including the supervision of fundamental rights.""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,medium,Institutional conformity-assessment governance; relevant to legal-AI providers only indirectly through the availability and competence of notified bodies.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_28,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-28-8-single-application-unified-assessment,28,8,,"[""notifying-authority""]",governance-institutional,not-tier-specific,"Notifying authorities for AI systems covered by Annex I Section A harmonisation law must ensure applicants can use a single application and unified assessment where that law provides it, and must cooperate with corresponding authorities.","""Notifying authorities designated pursuant to this Regulation that are responsible for AI systems covered by the Union harmonisation legislation listed in Section A of Annex I shall ensure that the conformity assessment body that applies for designation both pursuant to this Regulation and the Union harmonisation legislation listed in Section A of Annex I is provided with the possibility to""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,"Inserted by Regulation (EU) 2026/1744, in force 2026-07-27.",,low,Institutional conformity-assessment governance; relevant to legal-AI providers only indirectly through the availability and competence of notified bodies.,"[""Annex I Section A""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_28,,,False,consolidated-2026-07-27
art-28-9-annex-i-authority-default,28,9,,"[""member-state"", ""notifying-authority""]",governance-institutional,not-tier-specific,A notifying authority designated under Annex I Section A harmonisation law is also the notifying authority for the single application and unified assessment procedure unless the Member State designates another AI Act authority.,"""A notifying authority that has been designated pursuant to the Union harmonisation legislation listed in Section A of Annex I is also the notifying authority for the application of the single application and unified assessment procedure referred to in paragraph 8, unless the Member State designates another notifying authority for this Regulation.""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,"Inserted by Regulation (EU) 2026/1744, in force 2026-07-27.",,low,Institutional conformity-assessment governance; relevant to legal-AI providers only indirectly through the availability and competence of notified bodies.,"[""Annex I Section A""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_28,,,False,consolidated-2026-07-27
art-29-1-application-submit,29,1,,"[""notified-body"", ""notifying-authority""]",requirement,not-tier-specific,A conformity assessment body seeking notification must submit its application to the notifying authority of the Member State where it is established.,"""Conformity assessment bodies shall submit an application for notification to the notifying authority of the Member State in which they are established.""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Indirect for legal-AI vendors because it governs bodies that may assess high-risk AI conformity.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_29,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-29-2-application-evidence,29,2,,"[""notified-body"", ""notifying-authority""]",documentation,not-tier-specific,"The notification application must describe conformity assessment activities, modules and AI-system types, and include an accreditation certificate where one exists.","""The application for notification shall be accompanied by a description of the conformity assessment activities, the conformity assessment module or modules and the types of AI systems for which the conformity assessment body claims to be competent, as well as by an accreditation certificate, where one exists, issued by a national accreditation body attesting that the conformity assessment body fulfils""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Indirect for legal-AI vendors because it governs bodies that may assess high-risk AI conformity.,"[""Art. 31""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_29,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-29-3-no-accreditation-documentary-evidence,29,3,,"[""notified-body"", ""notifying-authority""]",documentation,not-tier-specific,"If no accreditation certificate is available, the conformity assessment body must provide documentary evidence needed to verify, recognise and regularly monitor compliance with Article 31 requirements.","""Where the conformity assessment body concerned cannot provide an accreditation certificate, it shall provide the notifying authority with all the documentary evidence necessary for the verification, recognition and regular monitoring of its compliance with the requirements laid down in Article 31.""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Indirect for legal-AI vendors because it governs bodies that may assess high-risk AI conformity.,"[""Art. 31""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_29,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-29-4-other-harmonisation-documents,29,4,,"[""notified-body"", ""notifying-authority""]",documentation,not-tier-specific,"Notified bodies designated under other Union harmonisation legislation may use documents and certificates linked to those designations to support and expedite designation under this Regulation, as appropriate.","""For notified bodies which are designated pursuant to any other Union harmonisation legislation, all documents and certificates linked to those designations may be used to support and expedite their designation procedure under this Regulation, as appropriate.""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Indirect for legal-AI vendors because it governs bodies that may assess high-risk AI conformity.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_29,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-30-2-annex14-annex-i-code,30,2,Annex XIV,"[""notifying-authority""]",governance-institutional,high-risk,Annex XIV includes a notification-designation category for AI systems subject to Annex I.,"""AI systems subject to Annex I""",2026-07-27,Reg. (EU) 2026/1744 in-force date; Annex XIV inserted for Art. 30(2),Annex XIV was inserted by Regulation (EU) 2026/1744 and is treated as applying from that Regulation’s 27 July 2026 in-force date.,,low,This mostly concerns product-regulated high-risk AI outside ordinary legal practice.,"[""Annex I"", ""Art. 30(2)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#anx_XIV,,,False,consolidated-2026-07-27
art-30-2-annex14-annex-iii-1-code,30,2,Annex XIV,"[""notifying-authority""]",governance-institutional,high-risk,Annex XIV includes a notification-designation category for AI systems subject to Annex III point 1.,"""AI systems subject to point 1 of Annex III""",2026-07-27,Reg. (EU) 2026/1744 in-force date; Annex XIV inserted for Art. 30(2),Annex XIV was inserted by Regulation (EU) 2026/1744 and is treated as applying from that Regulation’s 27 July 2026 in-force date.,,medium,This may affect notified-body scope for biometric high-risk systems used in public or legal environments.,"[""Annex III point 1"", ""Art. 30(2)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#anx_XIV,,,False,consolidated-2026-07-27
art-30-2-annex14-application-use,30,2,Annex XIV,"[""other""]",documentation,high-risk,Conformity assessment bodies must use the Annex XIV lists when specifying AI-system types in applications for designation under Article 29.,"""Conformity assessment bodies shall use the lists of codes, categories and corresponding types of AI systems set out in this Annex when specifying the types of AI systems in the application for designation referred to in Article 29.""",2026-07-27,Reg. (EU) 2026/1744 in-force date; Annex XIV inserted for Art. 30(2),Annex XIV was inserted by Regulation (EU) 2026/1744 and is treated as applying from that Regulation’s 27 July 2026 in-force date.,,low,This affects conformity assessment bodies rather than legal practitioners directly.,"[""Art. 29"", ""Art. 30(2)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#anx_XIV,,,False,consolidated-2026-07-27
art-30-2-annex14-designated-bodies,30,2,Annex XIV,"[""other"", ""notified-body""]",conformity-assessment,high-risk,"Annex XIV explains that only conformity assessment bodies designated under the AI Act may carry out high-risk AI conformity assessments, and only for activities related to the relevant AI-system types.","""Only conformity assessment bodies that have been designated in accordance with this Regulation may carry out conformity assessments""",2026-07-27,Reg. (EU) 2026/1744 in-force date; Annex XIV inserted for Art. 30(2),Annex XIV was inserted by Regulation (EU) 2026/1744 and is treated as applying from that Regulation’s 27 July 2026 in-force date.,,low,This is notified-body infrastructure that indirectly affects high-risk legal-AI providers needing conformity assessment.,"[""Art. 30(2)"", ""Art. 31""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#anx_XIV,,,False,consolidated-2026-07-27
art-30-2-annex14-scope-codes,30,2,Annex XIV,"[""notifying-authority""]",governance-institutional,high-risk,"Annex XIV states that its list of codes, categories and corresponding AI-system types sets the scope of notified-body designation under Article 30.","""The list of codes, categories, and corresponding types of AI systems sets the scope of the designation of conformity assessment bodies notified under Article 30.""",2026-07-27,Reg. (EU) 2026/1744 in-force date; Annex XIV inserted for Art. 30(2),Annex XIV was inserted by Regulation (EU) 2026/1744 and is treated as applying from that Regulation’s 27 July 2026 in-force date.,,low,Designation scope indirectly affects legal-AI providers seeking a notified body.,"[""Art. 30""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#anx_XIV,,,False,consolidated-2026-07-27
art-30-2-annex14-technology-codes,30,2,Annex XIV,"[""notifying-authority""]",governance-institutional,high-risk,"Annex XIV establishes technology-specific codes for symbolic AI and expert systems, machine learning excluding generative AI and GPAI systems, GPAI or generative-AI-based systems, and emerging AI technologies.","""AI technology-specific codes""",2026-07-27,Reg. (EU) 2026/1744 in-force date; Annex XIV inserted for Art. 30(2),Annex XIV was inserted by Regulation (EU) 2026/1744 and is treated as applying from that Regulation’s 27 July 2026 in-force date.,,medium,"Legal-AI vendors may rely on notified bodies designated for relevant AI technologies, including expert systems and GPAI-based systems.","[""Art. 30(2)"", ""Annex XIV section 3""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#anx_XIV,,,False,consolidated-2026-07-27
art-31-1,31,1,,"[""notified-body""]",requirement,high-risk,A notified body must be established under Member State national law and have legal personality.,"""A notified body shall be established under the national law of a Member State and shall have legal personality.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-2,31,2,,"[""notified-body""]",quality-management,high-risk,"Notified bodies must meet organisational, quality management, resource, process and cybersecurity requirements necessary to fulfil their tasks.","""Notified bodies shall satisfy the organisational, quality management, resources and process requirements that are necessary to fulfil their tasks, as well as suitable cybersecurity requirements.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-3,31,3,,"[""notified-body""]",quality-management,high-risk,"A notified body’s structure, responsibilities, reporting lines and operation must ensure confidence in performance and conformity assessment results.","""The organisational structure, allocation of responsibilities, reporting lines and operation of notified bodies shall ensure confidence in their performance, and in the results of the conformity assessment activities that the notified bodies conduct.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-4,31,4,,"[""notified-body""]",requirement,high-risk,"Notified bodies must remain independent from the high-risk AI provider, other economically interested operators and provider competitors.","""Notified bodies shall be independent of the provider of a high-risk AI system in relation to which they perform conformity assessment activities. Notified bodies shall also be independent of any other operator having an economic interest in high-risk AI systems assessed, as well as of any competitors of the provider. This shall""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-5,31,5,,"[""notified-body""]",requirement,high-risk,"A conformity assessment body, top management and assessment personnel must avoid direct involvement, representation and activities conflicting with independence or integrity.","""Neither a conformity assessment body, its top-level management nor the personnel responsible for carrying out its conformity assessment tasks shall be directly involved in the design, development, marketing or use of high-risk AI systems, nor shall they represent the parties engaged in those activities. They shall not engage in any activity that""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-6,31,6,,"[""notified-body""]",quality-management,high-risk,"Notified bodies must organise and operate to safeguard independence, objectivity and impartiality, and document procedures applying impartiality principles.","""Notified bodies shall be organised and operated so as to safeguard the independence, objectivity and impartiality of their activities. Notified bodies shall document and implement a structure and procedures to safeguard impartiality and to promote and apply the principles of impartiality throughout their organisation, personnel and assessment activities.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-7,31,7,,"[""notified-body""]",record-keeping,high-risk,Notified bodies must maintain documented confidentiality procedures and bind staff to professional secrecy for information obtained in conformity assessment tasks.,"""Notified bodies shall have documented procedures in place ensuring that their personnel, committees, subsidiaries, subcontractors and any associated body or personnel of external bodies maintain, in accordance with Article 78, the confidentiality of the information which comes into their possession during the performance of conformity assessment activities, except when its disclosure is""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,"[""Art. 78""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-8,31,8,,"[""notified-body""]",requirement,high-risk,"Notified bodies must have activity procedures that account for provider size, sector, structure and AI-system complexity.","""Notified bodies shall have procedures for the performance of activities which take due account of the size of a provider, the sector in which it operates, its structure, and the degree of complexity of the AI system concerned.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-9,31,9,,"[""notified-body""]",requirement,high-risk,Notified bodies must take out appropriate liability insurance unless the Member State assumes or bears the conformity-assessment liability.,"""Notified bodies shall take out appropriate liability insurance for their conformity assessment activities, unless liability is assumed by the Member State in which they are established in accordance with national law or that Member State is itself directly responsible for the conformity assessment.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-10,31,10,,"[""notified-body""]",requirement,high-risk,Notified bodies must be capable of carrying out their Regulation tasks with professional integrity and competence in the specific field.,"""Notified bodies shall be capable of carrying out all their tasks under this Regulation with the highest degree of professional integrity and the requisite competence in the specific field, whether those tasks are carried out by notified bodies themselves or on their behalf and under their responsibility.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-11,31,11,,"[""notified-body""]",requirement,high-risk,"Notified bodies must have sufficient internal competence and permanent administrative, technical, legal and scientific personnel for relevant AI-system assessments.","""Notified bodies shall have sufficient internal competences to be able effectively to evaluate the tasks conducted by external parties on their behalf. The notified body shall have permanent availability of sufficient administrative, technical, legal and scientific personnel who possess experience and knowledge relating to the relevant types of AI systems, data and""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-31-12,31,12,,"[""notified-body""]",cooperation-with-authorities,high-risk,"Notified bodies must participate in Article 38 coordination and engage with, or stay current on, relevant European standardisation organisations.","""Notified bodies shall participate in coordination activities as referred to in Article 38. They shall also take part directly, or be represented in, European standardisation organisations, or ensure that they are aware and up to date in respect of relevant standards.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,"[""Art. 38""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_31,2025-08-02,Art. 113(b),False,enacted-2024
art-32-0,32,,,"[""other""]",scope-or-definition,high-risk,A conformity assessment body that demonstrates conformity with relevant harmonised standards is presumed to comply with Article 31 where standards cover the requirements.,"""Where a conformity assessment body demonstrates its conformity with the criteria laid down in the relevant harmonised standards or parts thereof, the references of which have been published in the Official Journal of the European Union, it shall be presumed to comply with the requirements set out in Article 31 in so""",2025-08-02,Art. 113(b),,,low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,"[""Art. 31"", ""Regulation (EU) No 1025/2012""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_32,2025-08-02,Art. 113(b),False,enacted-2024
art-33-1,33,1,,"[""notified-body""]",requirement,high-risk,A notified body using a subcontractor or subsidiary must ensure it meets Article 31 requirements and inform the notifying authority.,"""Where a notified body subcontracts specific tasks connected with the conformity assessment or has recourse to a subsidiary, it shall ensure that the subcontractor or the subsidiary meets the requirements laid down in Article 31, and shall inform the notifying authority accordingly.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,"[""Art. 31""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_33,2025-08-02,Art. 113(b),False,enacted-2024
art-33-2,33,2,,"[""notified-body""]",requirement,high-risk,Notified bodies remain fully responsible for tasks performed by their subcontractors or subsidiaries.,"""Notified bodies shall take full responsibility for the tasks performed by any subcontractors or subsidiaries.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_33,2025-08-02,Art. 113(b),False,enacted-2024
art-33-3,33,3,,"[""notified-body""]",information-to-persons,high-risk,"Subcontracted or subsidiary activities require provider agreement, and notified bodies must publish a list of subsidiaries.","""Activities may be subcontracted or carried out by a subsidiary only with the agreement of the provider. Notified bodies shall make a list of their subsidiaries publicly available.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_33,2025-08-02,Art. 113(b),False,enacted-2024
art-33-4,33,4,,"[""notified-body""]",record-keeping,high-risk,Notified bodies must keep subcontractor or subsidiary qualification and work documents available to the notifying authority for five years after subcontracting ends.,"""The relevant documents concerning the assessment of the qualifications of the subcontractor or the subsidiary and the work carried out by them under this Regulation shall be kept at the disposal of the notifying authority for a period of five years from the termination date of the subcontracting.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_33,2025-08-02,Art. 113(b),False,enacted-2024
art-34-1,34,1,,"[""notified-body""]",conformity-assessment,high-risk,Notified bodies must verify high-risk AI-system conformity using the Article 43 conformity assessment procedures.,"""Notified bodies shall verify the conformity of high-risk AI systems in accordance with the conformity assessment procedures set out in Article 43.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,"[""Art. 43""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_34,2025-08-02,Art. 113(b),False,enacted-2024
art-34-2,34,2,,"[""notified-body""]",conformity-assessment,high-risk,Notified bodies must avoid unnecessary provider burdens while preserving the rigour and protection required for Regulation compliance.,"""Notified bodies shall avoid unnecessary burdens for providers when performing their activities, and take due account of the size of the provider, the sector in which it operates, its structure and the degree of complexity of the high-risk AI system concerned, in particular in view of minimising administrative burdens and compliance costs""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_34,2025-08-02,Art. 113(b),False,enacted-2024
art-34-3,34,3,,"[""notified-body""]",cooperation-with-authorities,high-risk,"Notified bodies must make available and submit relevant documentation to the notifying authority on request for assessment, designation, notification and monitoring.","""Notified bodies shall make available and submit upon request all relevant documentation, including the providers’ documentation, to the notifying authority referred to in Article 28 to allow that authority to conduct its assessment, designation, notification and monitoring activities, and to facilitate the assessment outlined in this Section.""",2025-08-02,Art. 113(b),,Art. 99(4),low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,"[""Art. 28""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_34,2025-08-02,Art. 113(b),False,enacted-2024
art-35-1,35,1,,"[""commission""]",governance-institutional,high-risk,"The Commission must assign a single identification number to every notified body, including bodies notified under more than one Union act.","""The Commission shall assign a single identification number to each notified body, even where a body is notified under more than one Union act.""",2025-08-02,Art. 113(b),,,low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_35,2025-08-02,Art. 113(b),False,enacted-2024
art-35-2,35,2,,"[""commission""]",registration,high-risk,"The Commission must publish and keep current the list of notified bodies, their identification numbers and notified activities.","""The Commission shall make publicly available the list of the bodies notified under this Regulation, including their identification numbers and the activities for which they have been notified. The Commission shall ensure that the list is kept up to date.""",2025-08-02,Art. 113(b),,,low,Notified-body infrastructure; indirect relevance to legal-AI vendors seeking or relying on high-risk conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_35,2025-08-02,Art. 113(b),False,enacted-2024
art-36-1-notify-notification-changes,36,1,,"[""notifying-authority""]",cooperation-with-authorities,not-tier-specific,A notifying authority must notify the Commission and other Member States of relevant changes to notified-body notifications through the Article 30(2) electronic notification tool.,"""The notifying authority shall notify the Commission and the other Member States of any relevant changes to the notification of a notified body via the electronic notification tool referred to in Article 30(2).""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Institutional notified-body governance; legal-AI providers may be affected indirectly if a notified body’s status changes during conformity assessment.,"[""Art. 30(2)""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_36,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-36-2-scope-extensions-follow-articles-29-30,36,2,,"[""notifying-authority"", ""notified-body""]",requirement,not-tier-specific,Extensions of a notified body’s notification scope must follow the procedures in Articles 29 and 30.,"""The procedures laid down in Articles 29 and 30 shall apply to extensions of the scope of the notification.""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Institutional notified-body governance; legal-AI providers may be affected indirectly if a notified body’s status changes during conformity assessment.,"[""Art. 29"", ""Art. 30""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_36,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-36-3-cessation-certificates-withdrawal,36,3,,"[""notified-body"", ""notifying-authority""]",cooperation-with-authorities,not-tier-specific,"A notified body ceasing conformity assessment activity must inform the authority and providers, certificates may remain valid for nine months if another notified body assumes responsibility and completes assessment, and the authority must withdraw designation.","""Where a notified body decides to cease its conformity assessment activities, it shall inform the notifying authority and the providers concerned as soon as possible and, in the case of a planned cessation, at least one year before ceasing its activities. The certificates of the notified body may remain valid for a period of nine months after cessation of the""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Institutional notified-body governance; legal-AI providers may be affected indirectly if a notified body’s status changes during conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_36,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-36-4-investigate-restrict-suspend-withdraw,36,4,,"[""notifying-authority""]",enforcement-power,not-tier-specific,"A notifying authority with sufficient reason to doubt Article 31 compliance or obligation fulfilment must investigate, hear the body and restrict, suspend or withdraw designation as appropriate, informing the Commission and Member States.","""Where a notifying authority has sufficient reason to consider that a notified body no longer meets the requirements laid down in Article 31, or that it is failing to fulfil its obligations, the notifying authority shall without delay investigate the matter with the utmost diligence. In that context, it shall inform the notified body concerned about the objections raised and""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Institutional notified-body governance; legal-AI providers may be affected indirectly if a notified body’s status changes during conformity assessment.,"[""Art. 31""]",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_36,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-36-5-inform-providers-within-ten-days,36,5,,"[""notified-body""]",information-to-persons,not-tier-specific,"A notified body whose designation is suspended, restricted or fully or partly withdrawn must inform concerned providers within 10 days.","""Where its designation has been suspended, restricted, or fully or partially withdrawn, the notified body shall inform the providers concerned within 10 days.""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Institutional notified-body governance; legal-AI providers may be affected indirectly if a notified body’s status changes during conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_36,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-36-6-keep-files-available,36,6,,"[""notifying-authority""]",record-keeping,not-tier-specific,"When designation is restricted, suspended or withdrawn, the notifying authority must ensure the notified body’s files are kept and made available to other notifying authorities and market surveillance authorities on request.","""In the event of the restriction, suspension or withdrawal of a designation, the notifying authority shall take appropriate steps to ensure that the files of the notified body concerned are kept, and to make them available to notifying authorities in other Member States and to market surveillance authorities at their request.""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Institutional notified-body governance; legal-AI providers may be affected indirectly if a notified body’s status changes during conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_36,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-36-7-assess-certificates-and-inform,36,7,,"[""notifying-authority"", ""national-competent-authority""]",enforcement-power,not-tier-specific,"After designation restriction, suspension or withdrawal, the notifying authority must assess certificate impacts, report to the Commission and Member States, require undue certificates to be suspended or withdrawn, and provide certificate information for risk measures.","""In the event of the restriction, suspension or withdrawal of a designation, the notifying authority shall:""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Institutional notified-body governance; legal-AI providers may be affected indirectly if a notified body’s status changes during conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_36,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
art-36-8-suspended-restricted-certificate-validity,36,8,,"[""notifying-authority"", ""notified-body"", ""provider""]",derogation-or-exemption,not-tier-specific,"Except for unduly issued certificates, certificates remain valid after suspension or restriction only where Article 36(8) no-risk, remediation, monitoring or temporary-assumption conditions are met.","""With the exception of certificates unduly issued, and where a designation has been suspended or restricted, the certificates shall remain valid in one of the following circumstances:""",2025-08-02,Art. 113(b) as amended by Reg. (EU) 2026/1744,,,low,Institutional notified-body governance; legal-AI providers may be affected indirectly if a notified body’s status changes during conformity assessment.,[],https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng#art_36,2025-08-02,Art. 113(b),False,consolidated-2026-07-27
